nome_societa,email,scheda_tc,stato,data_contatto,note
ASD Lesa Vergante,asdlesavergante@legalmail.it,,Da contattare,,
ASD PM Soccer Academy,info@pmsocceracademy.it,,Da contattare,,
Training Revolution FBL ASD,info@trefootballbrainlab.it,,Da contattare,,
A.S.D. Varalpombiese 1925,asdvaralloepombia@gmail.com,,Da contattare,,
A.S.D. G.A.R. REBAUDENGO,asdrebaudengo@gmail.com,,Da contattare,,
A.S.D. GiuCo’97,info@giuco97.it,,Da contattare,,
A.S.D. Cumiana Calcio Real,segreteria@asccumiana.it,,Da contattare,,
F.C.D. Azeglio,fcdazeglio@gmail.com,,Da contattare,,
A.S.D. Onnisport Club,ONNISPORT@LIBERO.IT,,Da contattare,,
A.S.D. La Vischese,lavischese.calcio@gmail.com,,Da contattare,,
A.S.D. U.S.D. Caselette Aps,USDCASELETTE@GMAIL.COM,,Da contattare,,
G.S.D. Volpiano Pianese,segreteria@gsdvolpiano.it,,Da contattare,,
A.S.D. Soccer Academy P.R. 1964,info@piscineseriva.it,,Da contattare,,
A.S.D. San Paolo Torino,info@sanpaolotorino.it,,Da contattare,,
U.S.D. Barracuda,info@usdbarracuda.it,,Da contattare,,
A.S.D. Rangers Savonera Collegno,ASDRANGERSAVONERA@YAHOO.IT,,Da contattare,,
A.S.D. Sciolze,asdsciolzeinfo@gmail.com,,Da contattare,,
U.S.D. Pianezza,usdpianezza@hotmail.it,,Da contattare,,
S.S.D. Rivarolese 1906 S.R.L.,rivarolese1906@gmail.com,,Da contattare,,
A.S.D. S. Piobesi,sportinsieme.piobesi@libero.it,,Da contattare,,
A.S.D. Lenci Poirino O.N.L.U.S.,segreteria@gruppolenci.org,,Da contattare,,
A.S.D. Accademia Torino Calcio,info@accademiatorinofc.it,,Da contattare,,
A.S.D. C.S.F. Carmagnola,CSFCARMAGNOLA@LIBERO.IT,,Da contattare,,
Ssd Dorina srl,ssd.dorina@gmail.com,,Da contattare,,
A.P.D. Pecetto,segreteria@apdpecetto.it,,Da contattare,,
Virtus Mercadante S.S.D. A.R.L.,v.mercadantesc@gmail.com,,Da contattare,,
A.C.D. Strambinese 1924,info@strambinese1924.it,,Da contattare,,
Asd Foot Ball Club Rivese,fcrivese@gmail.com,,Da contattare,,
P.G.S. Leo Chieri A.S.D. San Luigi,leochieriasd@gmail.com,,Da contattare,,
A.S.D. Rosta Calcio,rostacalcio@libero.it,,Da contattare,,
A.C.D. GIAVENOCOAZZE,SEGRETERIA@GIAVENOCOAZZE.IT,,Da contattare,,
A.S.D. Borgaro Nobis 1965,presidenza@fcborgaro1965.it,,Da contattare,,
A.S.D. Marentinese,segreteria@usdmarentinese.it,,Da contattare,,
U.S. Ivrea Calcio Asd,segreteria@ivreacalcio.it,,Da contattare,,
A.S.D. Polisportiva Garino,polisportivagarino@gmail.com,,Da contattare,,
Ardor San Francesco Corio ASD,segreteria@usdardorsanfrancesco.com,,Da contattare,,
U.S.D. Luserna Calcio,lusernacalcio@libero.it,,Da contattare,,
A.S.D. Mappanese,asdmappanese@gmail.com,,Da contattare,,
Pozzomaina S.R.L. S.S.D.,INFO@POZZOMAINA.IT,,Da contattare,,
A.S.D. Polisportiva San Donato,info@polisportivasandonato.it,,Da contattare,,
A.S.D. Almese Calcio,segreteria@almesecalcio.com,,Da contattare,,
Beppe Viola Calcio S.R.L. S.S.D,beppeviolacalcio@gmail.com,,Da contattare,,
Oratorio Gesù Buon Pastore A.P.S.,segreteria@associazioneoratoriogbp.it,,Da contattare,,
Unione Sportiva San Martino a.s.d.,sport@sanmartinocalcio.com,,Da contattare,,
ASD CUMIANA SPORT,segreteria@asccumiana.it,,Da contattare,,
A.S.D. SIS LESNA 2026,camposevenup@gmail.com,,Da contattare,,
Orbassano Calcio,info@orbassanocalcio.com,,Da contattare,,
Foot-Ball Club TORINESE 1894,fctorinese1894@gmail.com,,Da contattare,,
Nazionale Blu Biker APS,info.blubiker@gmail.com,,Da contattare,,
A.S.D. Auxilium Monterosa,auxiliummonterosa@gmail.com,,Da contattare,,
Winning Together,winningto.sport@gmail.com,,Da contattare,,
ASD BORGO VITTORIA CIT TURIN,INFO.BORGOVITTORIA@GMAIL.COM,,Da contattare,,
GGrande ASD,staff@ggrande.it,,Da contattare,,
Asd Urs la Chivasso,asdurslachivasso@gmail.com,,Da contattare,,
A.S.D. LA NUOVA LANZESE,ASDLANUOVALANZESE@GMAIL.COM,,Da contattare,,
READY 4 ACTION,info.ready4action@gmail.com,,Da contattare,,
Insuperabili SSDRL,info@insuperabili.eu,,Da contattare,,
ASD Polisportiva Valmalone,segreteria@valmalone.it,,Da contattare,,
ASD JUNIOR TORRAZZA,segreteria@juniortorrazza.it,,Da contattare,,
ASD KALLE SPORT,asdkallesport@gmail.com,,Da contattare,,
Usd Nuova Givolettese,nuovagivolettese@gmail.com,,Da contattare,,
Barriera Lanzo,barrieralanzo@gmail.com,,Da contattare,,
ASD ABSOLUTE SG LA LOGGIA,laloggia@absolute5.it,,Da contattare,,
ASD ABSOLUTE MONCALIERI,moncalieri@absolute5.it,,Da contattare,,
ASD ABSOLUTE SPORTING ORBASSANO,orbassano@absolute5.it,,Da contattare,,
ASD BRICHERASIO BIBIANA,info@bricherasiocalcio.it,,Da contattare,,
ASD Oratorio Orbassano Calcio,oratorio.orbassanocalcio@legalmail.it,,Da contattare,,
ASD Caprie Green Club,segreteriacapriegc@gmail.com,,Da contattare,,
USD FOGLIZZESE,segreteria@foglizzese.it,,Da contattare,,
Fc Training Performance,info@fctrainingperformance.com,,Da contattare,,
A.S.D. Chisola,info@chisolacalcio.it,,Da contattare,,
A.S.D. SIS LESNA TORINO,sislesna26@gmail.com,,Da contattare,,
ASD MALI,squadradelmali@gmail.com,,Da contattare,,
ASD CAVOUR FC,cavourcalcio@live.it,,Da contattare,,
ACAJA PINEROLO CALCIO,info@acajapinerolocalcio.com,,Da contattare,,
ASD Spam,asd.spam@libero.it,,Da contattare,,
PSG SSDARL,psgcalcio@legalmail.it,,Da contattare,,
FC PINEROLO,Jacopopellicciotta974@gmail.com,,Da contattare,,
U.S.D. Cannobiese 1906,cannobiese1906@libero.it,,Da contattare,,
A.S.D. Bagnella calcio 1972,SEGRETERIA.BAGNELLA1972@GMAIL.COM,,Da contattare,,
A.S.D. Gravellona San Pietro,SEGRETERIA@ASDSANPIETROGRAVELLONATOCE.IT,,Da contattare,,
A.S.D. Verbania Calcio,giovanili@asdverbaniacalcio.it,,Da contattare,,
U.S. PRO VIGEZZO asd,provigezzo@gmail.com,,Da contattare,,
Asd Voluntas Suna,asd_voluntas_suna@libero.it,,Da contattare,,
ASD OMEGNA CALCIO 1906,presidente@omegnacalcio1906.eu,,Da contattare,,
USD Ornavassese,info@usornavassese.it,,Da contattare,,
Inter Club Valle Vigezzo,inter.vigezzo@libero.it,,Da contattare,,
Astroflor,longo.s98@hotmail.com,,Da contattare,,
USD ORNAVASSESE 1919,settoregiovanile@usornavassese.it,,Da contattare,,
Pro Vercelli,settoregiovanile@fcprovercelli.it,,Da contattare,,
U.S.D. Virtus Vercelli,usdvirtusvercelli@gmail.com,,Da contattare,,
ASD DUFOUR,asddufour@gmail.com,,Da contattare,,
ASD PIEMONTE SPORT 1963,asdpiemontesport1963@libero.it,,Da contattare,,
Associazione Sportiva Dilettantistica Arcobaleno,sportarcobaleno.segreteria@gmail.com,,Da contattare,,
Ti Sport SSD,info@piscinadirovasenda.it,,Da contattare,,
ASD Santhià 1903,asdsanthia1903@libero.it,,Da contattare,,
G.S.D. E. CASTIGLIANO,gsdcastigliano@gmail.com,,Da contattare,,
ASD CIGLIANO CALCIO,asdciglianocalcio@gmail.com,,Da contattare,,
Santhia,massimo.pairotto@libero.it,,Da contattare,,
