nome_societa,email,scheda_tc,stato,data_contatto,note,risposta
Atletico Cimina Falisca,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeARegionaliFasciaB/Squadra/AtleticoCiminaFalisca/1201994/Scheda ,Da contattare,,
Atletico Focene,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeAProvincialiRoma/Squadra/AtleticoFocene/1290678/Scheda ,Da contattare,,
Atletico Lariano,asdatleticolariano1963@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeDRegionaliRoma/Squadra/AtleticoLariano/1107536/Scheda ,Inviato,2026-07-20,
Atletico Monteporzio,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeDRegionaliB/Squadra/AtleticoMonteporzio/1082509/Scheda ,Da contattare,,
Atletico Morena,Segreteria@atleticoraikemorena.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeDRegionaliRoma/Squadra/AtleticoMorena/1062967/Scheda ,Inviato,2026-07-20,
Atletico Torrenova 1986,atleticotorrenova1986@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeBEccellenza/Squadra/AtleticoTorrenova1986/1104426/Scheda ,Inviato,2026-07-20,
Atletico Tuscolano,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeHRoma/Squadra/AtleticoTuscolano/1290700/Scheda ,Da contattare,,
Atletico Veroli,N/D,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeDRegionaliRoma/Squadra/AtleticoVeroli/1144509/Scheda ,Da contattare,,
Aurelia Antica Aurelio,segreteria@asdaureliaanticaaurelio.it,https://www.tuttocampo.it/2025-26/Lazio/AllieviRegionaliU16/GironeARegionali/Squadra/AureliaAnticaAurelio/1098323/Scheda ,Inviato,2026-07-20,
Autentica Roma,,https://www.tuttocampo.it/2025-26/Lazio/AllieviProvincialiU16/GironeEFasciaBRoma/Squadra/AutenticaRoma/1290598/Scheda ,Da contattare,,
Balduina Sporting Club,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeCProvincialiRoma/Squadra/BalduinaSportingClub/1205587/Scheda ,Da contattare,,
BarbatoFootballAcademy,segreteria@bfacademy.it,https://www.tuttocampo.it/2025-26/Lazio/AllieviRegionaliU16/GironeDRegionali/Squadra/BarbatoFootballAcademy/1244307/Scheda ,Inviato,2026-07-20,
Bertoni Calcio,calciobertoni@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/AllieviRegionaliU17/GironeBRegionali/Squadra/BertoniCalcio/1146492/Scheda ,Inviato,2026-07-20,
Boreale,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeAEccellenza/Squadra/Boreale/1059192/Scheda ,Da contattare,,
Borghesiana,asdpolisportivaborghesiana@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeDRegionaliRoma/Squadra/Borghesiana/1024752/Scheda ,Inviato,2026-07-20,
Borgo Palidoro,asdborgopalidoro@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeE/Squadra/BorgoPalidoro/1126792/Scheda ,Inviato,2026-07-21,
Bracciano Calcio,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeHProvincialiFasciaBRoma/Squadra/BraccianoCalcio/1291339/Scheda ,Da contattare,,
Brictense,,https://www.tuttocampo.it/2025-26/Lazio/AllieviProvincialiU16/GironeFRoma/Squadra/Brictense/1290615/Scheda ,Da contattare,,
BTS La Rustica,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeBProvincialiRoma/Squadra/BTSLaRustica/1247915/Scheda ,Da contattare,,
C.S.V. Breda,csvbreda2014@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeE/Squadra/CSVBreda/1059056/Scheda ,Inviato,2026-07-20,
Calcio Tuscia,,https://www.tuttocampo.it/2025-26/Lazio/AllieviProvincialiU17/GironeCProvincialiRoma/Squadra/CalcioTuscia/1244983/Scheda ,Da contattare,,
Calcio ULN Consalvo 1972,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeHRoma/Squadra/CalcioULNConsalvo1972/1021387/Scheda ,Da contattare,,
Campus Eur 1960,info@campuseur.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeAEccellenza/Squadra/CampusEur1960/1019897/Scheda ,Inviato,2026-07-20,
Canale Monterano Calcio,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeARegionaliFasciaB/Squadra/CanaleMonteranoCalcio/1204251/Scheda ,Da contattare,,
Capena Calcio 2021,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeDProvincialiFasciaBRoma/Squadra/CapenaCalcio2021/1248400/Scheda ,Da contattare,,
Cassino Calcio 1924,asdcassinocalciosettoregiovani@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeDRegionaliRoma/Squadra/CassinoCalcio1924/1099439/Scheda ,Inviato,2026-07-20,
Castelverde Calcio,info@castelverdecalcio.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU14/GironeBRegionali/Squadra/CastelverdeCalcio/1244578/Scheda ,Inviato,2026-07-20,
CdC Academy,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeFProvincialiRoma/Squadra/CdCAcademy/1247916/Scheda ,Da contattare,,
Ceccano Calcio 1920,info@ceccanocalcio1920.it,https://www.tuttocampo.it/2025-26/Lazio/JunioresEliteU19/GironeB/Squadra/CeccanoCalcio1920/1042765/Scheda ,Inviato,2026-07-20,
Centro Giano,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeEProvincialiFasciaBRoma/Squadra/CentroGiano/1291217/Scheda ,Da contattare,,
Certosa,segreteriacertosacalcio@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeBEccellenza/Squadra/Certosa/1035407/Scheda ,Inviato,2026-07-20,
Cesano,info@asdcesano.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeARegionali/Squadra/Cesano/1020275/Scheda ,Inviato,2026-07-20,
Cinecitta Bettini,info@cinecittabettini.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeLRoma/Squadra/CinecittaBettini/1291371/Scheda ,Inviato,2026-07-21,
Circolo Canottieri Roma,segreteria@canottieriroma.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeARegionali/Squadra/CircoloCanottieriRoma/1059056/Scheda ,Inviato,2026-07-20,
Circolo Sportivo Italia,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeHRoma/Squadra/CircoloSportivoItalia/1247890/Scheda ,Da contattare,,
Città di Acilia,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeAProvincialiRoma/Squadra/CittadiAcilia/1247448/Scheda ,Da contattare,,
Città di Anagni Calcio,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeDRegionaliB/Squadra/CittadiAnagniCalcio/1204624/Scheda ,Da contattare,,
Citta di Cerveteri,segreteria@asdcittadicervetery.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeARegionali/Squadra/CittaDiCerveteri/1063011/Scheda ,Inviato,2026-07-20,
Città di Cerveteri,segreteria@asdcittadicervetery.con,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeARegionali/Squadra/CittadiCerveteri/1021344/Scheda ,Inviato,2026-07-20,
Città di Ciampino,info@polisportivacittadiciampino.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeBEccellenza/Squadra/CittadiCiampino/1080537/Scheda ,Escluso,,
Città di Formia Calcio,ssdinsiemeformia@tiscali.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeCRegionali/Squadra/CittadiFormiaCalcio/1025815/Scheda ,Inviato,2026-07-20,
Città di Lenola,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeCRegionaliB/Squadra/CittadiLenola/1168883/Scheda ,Da contattare,,
Città di Pomezia,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeE/Squadra/CittadiPomezia/1145345/Scheda ,Da contattare,,
Cittadei Papi,,https://www.tuttocampo.it/2025-26/Lazio/AllieviProvincialiU17/GironeCProvincialiRoma/Squadra/CittadeiPapi/1246208/Scheda ,Da contattare,,
Cittadi Acilia,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeAProvincialiRoma/Squadra/CittadiAcilia/1247448/Scheda ,Da contattare,,
Cittadi Anagni Calcio,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeDRegionaliB/Squadra/CittadiAnagniCalcio/1204624/Scheda ,Da contattare,,
Cittadi Fiano,cittadifiano2018@libero.it,https://www.tuttocampo.it/2025-26/Lazio/AllieviProvincialiU16/GironeFRoma/Squadra/CittadiFiano/1290616/Scheda ,Inviato,2026-07-21,
Cittadi Formia Calcio,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeCRegionali/Squadra/CittadiFormiaCalcio/1025815/Scheda ,Da contattare,,
Cittadi Lenola,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeCRegionaliB/Squadra/CittadiLenola/1168883/Scheda ,Da contattare,,
Cittadi Pomezia,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeE/Squadra/CittadiPomezia/1145345/Scheda ,Da contattare,,
CittadiCiampino,info@polisportivacittadiciampino.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeBEccellenza/Squadra/CittadiCiampino/1080537/Scheda ,Escluso,,
City Football Club,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeAProvincialiRoma/Squadra/CityFootballClub/1205693/Scheda ,Da contattare,,
Civitavecchia Calcio 1920,asdcivitavecchiacalcio1920@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeAEccellenza/Squadra/CivitavecchiaCalcio1920/1104378/Scheda ,Inviato,2026-07-20,
Club Calcio Passoscuro,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeHProvincialiFasciaBRoma/Squadra/ClubCalcioPassoscuro/1291340/Scheda ,Da contattare,,
Club Olimpico Romano,segreteria@clubolimpicoromano.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeAEccellenza/Squadra/ClubOlimpicoRomano/1082416/Scheda ,Inviato,2026-07-20,
Colleferro Calcio,ssdcolleferrocalcio@libero.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiEliteU15/GironeBEccellenza/Squadra/ColleferroCalcio/1024396/Scheda ,Inviato,2026-07-20,
Collefiorito,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeDProvincialiFasciaBRoma/Squadra/Collefiorito/1248271/Scheda ,Da contattare,,
Colonna,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeFProvincialiFasciaBRoma/Squadra/Colonna/1021029/Scheda ,Da contattare,,
Cortina Sporting Club,cortinasportingclub@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/AllieviRegionaliU16/GironeBRegionali/Squadra/CortinaSportingClub/1145545/Scheda ,Inviato,2026-07-21,
CVN Casal Bernocchi,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeEProvincialiFasciaBRoma/Squadra/CVNCasalBernocchi/1248363/Scheda ,Da contattare,,
Dabliu New Team,eur@dabliu.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeE/Squadra/DabliuNewTeam/1063011/Scheda ,Inviato,2026-07-20,
Deportivo,davidedimonaco@libero.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeDRegionaliRoma/Squadra/Deportivo/1204684/Scheda ,Inviato,2026-07-20,
DM 84 Cerveteri,,https://www.tuttocampo.it/2025-26/Lazio/AllieviProvincialiU17/GironeAProvincialiRoma/Squadra/DM84Cerveteri/1290488/Scheda ,Da contattare,,
Dopolavoro Football Club,segreteria@dlfcivitavecchia.it,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeARegionali/Squadra/DopolavoroFootballClub/1104474/Scheda ,Inviato,2026-07-20,
Dreaming Football Academy,academy@dreamingfootball.org,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeE/Squadra/DreamingFootballAcademy/1104474/Scheda ,Escluso,,
DuepigrecoRoma,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeBRegionaliB/Squadra/DuepigrecoRoma/1203713/Scheda ,Da contattare,,
Elis,sport@elis.org,https://www.tuttocampo.it/2025-26/Lazio/AllieviRegionaliU17/GironeBRegionali/Squadra/Elis/1128779/Scheda ,Inviato,2026-07-20,
Eur Dabliu 7.0,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeBRegionali/Squadra/EurDabliu70/1287263/Scheda ,Da contattare,,
Evergreen Civitavecchia,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeHProvincialiFasciaBRoma/Squadra/EvergreenCivitavecchia/1291341/Scheda ,Da contattare,,
Ezio Sella Academy,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeAProvincialiRoma/Squadra/EzioSellaAcademy/1247449/Scheda ,Da contattare,,
FAG Giannini,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeFProvincialiFasciaBRoma/Squadra/FAGGiannini/1291235/Scheda ,Da contattare,,
Faiti Sporting Club,faitisportingclub@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeCRegionali/Squadra/FaitiSportingClub/1080902/Scheda ,Inviato,2026-07-21,
FC Grotte Celoni Roma VII,asdfcgrotteceloni@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeFProvincialiRoma/Squadra/FCGrotteCeloniRomaVII/1247931/Scheda ,Inviato,2026-07-21,
FCRieti1936,footballclubrieti1936@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeBRegionaliB/Squadra/FCRieti1936/1245405/Scheda ,Inviato,2026-07-21,
Ferentino Calcio,,https://www.tuttocampo.it/2025-26/Lazio/JunioresRegionaliBU19/GironeDRegionaliB/Squadra/FerentinoCalcio/1081268/Scheda ,Da contattare,,
Fidene,asdfidene2014@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/AllieviRegionaliU17/GironeBRegionali/Squadra/Fidene/1146091/Scheda ,Inviato,2026-07-20,
Fiumicino S.C. 1926,ac.fonte.meravigliosa@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeARegionali/Squadra/FiumicinoSC1926/1035988/Scheda ,Inviato,2026-07-20,
Fogaccia,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeLRoma/Squadra/Fogaccia/1291372/Scheda ,Da contattare,,
Fondi Calcio,asdfondicalcio@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeCRegionali/Squadra/FondiCalcio/1042906/Scheda ,Inviato,2026-07-20,
Fonte Meravigliosa,ac.fonte.meravigliosa@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeE/Squadra/FonteMeravigliosa/1035988/Scheda ,Inviato,2026-07-20,
Football Club Marino,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeIRoma/Squadra/FootballClubMarino/1248247/Scheda ,Da contattare,,
Football Jus,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeHRoma/Squadra/FootballJus/1205582/Scheda ,Da contattare,,
Formello Calcio CR,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU14/GironeCProvincialiFasciaBRoma/Squadra/FormelloCalcioCR/1291090/Scheda ,Da contattare,,
Forte Bravetta,,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiProvincialiU15/GironeCProvincialiRoma/Squadra/ForteBravetta/1290696/Scheda ,Da contattare,,
Fortitudo Nepi Calcio,,https://www.tuttocampo.it/2025-26/Lazio/AllieviProvincialiU17/GironeCProvincialiRoma/Squadra/FortitudoNepiCalcio/1290313/Scheda ,Da contattare,,
Fortitudo Roma Club 1908,fortitudocr1908@gmail.com,https://www.tuttocampo.it/2025-26/Lazio/GiovanissimiRegionaliU15/GironeE/Squadra/FortitudoRomaClub1908/1205699/Scheda ,Inviato,2026-07-21,
Frassati Anagni,,https://www.tuttocampo.it/2025-26/Lazio/AllieviRegionaliU17/GironeDRegionali/Squadra/FrassatiAnagni/1204634/Scheda ,Da contattare,,
Fregene Maccarese Calcio,,https://www.tuttocampo.it/2025-26/Lazio/JunioresProvincialiU19/GironeARomaProvinciali/Squadra/FregeneMaccareseCalcio/1103868/Scheda ,Da contattare,,
