nome_societa,email,scheda_tc,stato,data_contatto,note
U.S.D. S.Andrea,usd.s.andrea@alice.it,,Da contattare,,
ACD Giovanile Amiata,giovanileamiata@tiscali.it,,Da contattare,,
ASD ATLETICO MAREMMA,asdacademymaremma@yahoo.com,,Da contattare,,
Nuova Grosseto Barbanella,nuovagrosseto.segreteria@gmail.com,,Da contattare,,
A.S.D. Follonica Senzuno,follonicasenzuno@gmail.com,,Da contattare,,
Virtus Maremma,virtusmaremma@gmail.com,,Da contattare,,
Asd Salivolicalcio,segreteria@salivolicalcio.it,,Da contattare,,
Atletico Piombino Ssd Arl,segreteria.atleticopiombino@gmail.com,,Da contattare,,
AUDACE ISOLA D'ELBA,academyaudace@virgilio.it,,Da contattare,,
A.S.D. SAN VINCENZO CALCIO,usdcalciosanvincenzo@gmail.com,,Da contattare,,
VADA 1963,asdvada@libero.it,,Da contattare,,
F.A.N. Calcio Livorno,Info@fancalciolivorno.it,,Da contattare,,
Polisportiva P. Carli Salviano Calcio,info@carlisalvianocalcio.it,,Da contattare,,
Gsd Rosignano 1922,gsdrosignanosolvay1922@gmail.com,,Da contattare,,
U.S. Gallicano A.S.D.,usgallicano1922@gmail.com,,Da contattare,,
GSD Ghiviborgo vds A.S.D.,gsdghivizzanoborgoamozzano@gmail.com,,Da contattare,,
A.s.d. Pieve San Paolo,pievesanpaolo1920@gmail.com,,Da contattare,,
OGNI FAVOLA È UN GIOCO,info@ognifavolaeungioco.com,,Da contattare,,
Viareggio Calcio MPSC,viareggiocalciompsc@gmail.com,,Da contattare,,
Academy Ghiviborgo vds,ghiviborgosettoregiovanile@outlook.it,,Da contattare,,
S.S.D. Aulla Sport 2019 Srl,ssdaullasport2019@gmail.com,,Da contattare,,
A.S.D. Serricciolo,ASDSERRICCIOLO@GMAIL.COM,,Da contattare,,
GSD FC LUNIGIANAPONTREMOLESE 1919,gsdpontremolese1919@gmail.com,,Da contattare,,
Football Training Experiece,Footballtrainingexperience@gmail.com,,Da contattare,,
Usd Colli Marittimi,collimarittimi@gmail.com,,Da contattare,,
ASD Giovanile valdicecina,giovanile.vc@gmail.com,,Da contattare,,
U.S. Porta a Piagge A.S.D.,usportaapiagge@gmail.com,,Da contattare,,
Asd Soccer Ponsacco,ponsaccoacademy@gmail.com,,Da contattare,,
A.S.D. Tobbiana 1949,tobbiana1949@gmail.com,,Da contattare,,
Chiesanuova 1975 Asd,amministrazionechiesanuova@gmail.com,,Da contattare,,
ASD JOLO CALCIO,INFO@IOLOCALCIO.IT,,Da contattare,,
Zenith Prato 1948 S.S.D.R.L.,info@zenithprato.it,,Da contattare,,
Olimpia Prato SSDARL,olimpiapratossdarl@gmail.com,,Da contattare,,
USD OLIMPIA A.S.D.,info@quarrata-calcio.it,,Da contattare,,
Ssdarl Futsal Pistoia,info@futsalpistoia.it,,Da contattare,,
Asd Ac Capostrada Belvedere Sb,segreteria@accapostrada.com,,Da contattare,,
LAMPOMERIDIEN 1919 A.S.D,fcmeridienlarcianoasd@virgilio.it,,Da contattare,,
A.S.D. GRN FOOTBALL CLUB,segreteria@giovanirossoneri.it,,Da contattare,,
IBW ASD,info@ibbw.it,,Da contattare,,
Hockey Club Pistoia,Info@hcpistoia.it,,Da contattare,,
Grifoni Soccer Academy,grifonisocceracademy@gmail.com,,Da contattare,,
A.P.D. S.Albino Terme,asdsantalbinocalcio1986@gmail.com,,Da contattare,,
A.S.D Badesse-Monteriggioni,badessemonteriggioni@gmail.com,,Da contattare,,
A.S.D. Virtus Biancoazzurra,info@asdvirtusbiancoazzurra.it,,Da contattare,,
A.S.D. Nuova Società Polisportiva Chiusi,chiusicalcio@gmail.com,,Da contattare,,
asd Monteriggioni,asdmonteriggioni@gmail.com,,Da contattare,,
Siena Calcio Femminile SSD ARL,info@sienacalciofemminile.it,,Da contattare,,
S.S.D. A R.L. ASTA 2016,asta2016ssdarl@gmail.com,,Da contattare,,
A.S.D. CATELLINA SCALO,info@asdcastellinascalo.it,,Da contattare,,
GS GEGGIANO ASD,gsgeggiano1969@gmail.com,,Da contattare,,
