nome_societa,email,scheda_tc,stato,data_contatto,note
Pol Borzanese A.S.D.,segreteria@polisportivaborzanese.it,,Da contattare,,
A.S.D. Novellara Sportiva,novellara.sportiva@gmail.com,,Da contattare,,
U.S. Barcaccia,usbarcaccia@gmail.com,,Da contattare,,
A.C. Casalgrande A.S.D.,accasalgrande@libero.it,,Da contattare,,
A.S.D. Sporting Club S.Ilario,santilariocalcio@yahoo.it,,Da contattare,,
Vianese Calcio SSDaRL,info@vianesecalcio.it,,Da contattare,,
S.S.D. Virtus Libertas S.R.L.,amministrazione.virtuslibertas@gmail.com,,Da contattare,,
A.S.D. Guastalla Calcio,guastallacalcio@gmail.com,,Da contattare,,
U.S.D. Virtus Bagnolo,virtus@upbagnolo.it,,Da contattare,,
U.S. Montecchio Calcio Asd,segreteriausmontecchio@gmail.com,,Da contattare,,
Società Sportiva FSM,infofsm@libero.it,,Da contattare,,
SSD Sporting Cavriago,sportingcavriago06@gmail.com,,Da contattare,,
SSD CORREGGESE CALCIO 1948 A.R.L.,ufficio.stampa.villa@gmail.com,,Da contattare,,
ASD MORELLO FOOTBALL SCHOOL,segreteria.mfs11@gmail.com,,Da contattare,,
USD Virtus Mandrio,virtus.mandrio@gmail.com,,Da contattare,,
FalkGalileo ASD,info@falkgalileo.it,,Da contattare,,
US San Martino Piccolo ASD,info@smp1990.it,,Da contattare,,
US SANTOS 1948,segreteria.santos1948@gmail.com,,Da contattare,,
Gattatico,gattaticoclub@gmail.com,,Da contattare,,
S.S.D. Saxum United,segreteria@saxumunited.it,,Da contattare,,
US REGGIOLO ASD,reggioloasd@gmail.com,,Da contattare,,
USD Audax Poviglio,segreteria.audaxpoviglio@gmail.com,,Da contattare,,
FC budrio asd,dasoghegianluca@gmail.com,,Da contattare,,
VALDENZA FC ASD,valdenzafc@gmail.com,,Da contattare,,
A.S.D. Virtus Olimpia,adpolimpiacalcio@libero.it,,Da contattare,,
S.S.D. UNITED RICCIONE S.r.l.,segreteriasportiva@unitedriccione.com,,Da contattare,,
Pol Sanges,sanges.rimini@libero.it,,Da contattare,,
Asd Riccione F.C. 1926,segreteria@riccionefc1926.com,,Da contattare,,
A.S.D. Polisportiva Stella S.G.,stella.calcio@polstella.com,,Da contattare,,
S.S.D. Misano,segreteria@ssmisano.it,,Da contattare,,
Asar Accademia Calcio Riccione,segreteria@accademiacalcioasar.it,,Da contattare,,
A.S.D. S.T. Young 2017 Cattolica,STYoungCattolica@gmail.Com,,Da contattare,,
Asd Accademia Riminicalcio Vb,info@accademiariminicalciovb.it,,Da contattare,,
ASD Victoria,info@asdvictoria1968.it,,Da contattare,,
Accademia Marignanese,accademiamarignanese@gmail.com,,Da contattare,,
A.S.D. Città di Cattolica FC,CittaDiCattolicaFC@GMail.Com,,Da contattare,,
ASD River Delfini 2018,segreteria@riverdelfini.com,,Da contattare,,
ASD Cattolica Calcio,ASDCattolicaCalcio@GMail.Com,,Da contattare,,
PROJECT RS F.C. Rimini,info@rsfootballclub.it,,Da contattare,,
ASD FEMMINILE RICCIONE,info@riccionewomen.com,,Da contattare,,
A.S.D. Tropical Coriano,asdtropicalcoriano@gmail.com,,Da contattare,,
A.S.D. STELLA AZZURRA,stellaazzurra.rimini@gmail.com,,Da contattare,,
ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA MONTESCUDO - MONTECOLOMBO,presidenza@asdmontescudo.it,,Da contattare,,
