nome_societa,email,scheda_tc,stato,data_contatto,note
A.S.D. Calcio Oratorio Cologno,gsdcalciooratoriocologno@gmail.com,,Da contattare,,
A.s.d. Calcio Bottanuco,segreteria@asdbottanuco.it,,Da contattare,,
A.S.D. Oratorio Malpensata Campagnola,segreteria@malpensatacampagnola.it,,Da contattare,,
U.S. Brignanese Calcio A.S.D.,usbrignanese@gmail.com,,Da contattare,,
A.S.D. Ponteranica,ponteranicacalcio1968@gmail.com,,Da contattare,,
A.S.D. Accademia Isola Bergamasca,accademiaisolabergamasca@gmail.com,,Da contattare,,
A.S.D. Ares Redona,ARESREDONABG@VIRGILIO.IT,,Da contattare,,
Ssd Bergamo Longuelo Srl,bergamolonguelo@yahoo.it,,Da contattare,,
A.S.D. Albano Calcio,INFO@ALBANOCALCIO.IT,,Da contattare,,
CITTA' DI ALBINO S.S.D. A R.L.,info@albinogandino.it,,Da contattare,,
A.S.D. Cenate Sotto,segreteria.cenatesottocalcio@gmail.com,,Da contattare,,
A.S.D. Pontida Briantea,pontida.briantea@gmail.com,,Da contattare,,
C.S.D. Calcio Pedrengo,csdcalciopedrengo@gmail.com,,Da contattare,,
Pol. D. Monterosso,pol.monterosso@alice.it,,Da contattare,,
A.S.D. FOcs,asdfaraolivanasola@tiscali.it,,Da contattare,,
U.S.D Caravaggio S.S.D.R.L,uscaravaggio@hotmail.it,,Da contattare,,
A.S.D. U.S.O. Zanica,info@usozanica.it,,Da contattare,,
A.S.D. Torre De Roveri Calcio,segreteria@tdrcalcio.it,,Da contattare,,
Asd.C. Mozzo,ACMOZZO1@VIRGILIO.IT,,Da contattare,,
A.C.D. Real Borgogna - A.S.D.,realborgogna@gmail.com,,Da contattare,,
A.S.D. ZANCONTI 2022,segreteria.zanconti2022@gmail.com,,Da contattare,,
Pol.D. Cividino Quintano,polisportivacividinoquintano@gmail.com,,Da contattare,,
A.S.D. Antoniana,info@asdantoniana.it,,Da contattare,,
Pol. D. Oratorio Bariano,pol.or.ba@gmail.com,,Da contattare,,
Virtus Palosco S.S.D. a R.L.,segreteria@virtuspalosco.com,,Da contattare,,
A.S.D. Calcinatese,asdcalcinatese20@gmail.com,,Da contattare,,
A.S.D. Team Oratorio Pumenengo,asdpumenengo@gmail.com,,Da contattare,,
A.S.D. Oratorio Urgnanese Calcio,segreteria.ouc@gmail.com,,Da contattare,,
Pol. Sorisolese A.S.D.,ADMIN@POLISPORTIVASORISOLESE.IT,,Da contattare,,
Asd Bagnatica Calcio 2015,asdbagnatica@gmail.com,,Da contattare,,
U.S.D. Vidalengo,vidalengo.calcio@gmail.com,,Da contattare,,
A.S.D. Aurora Seriate 1967,segreteria.asd@auroraseriate.it,,Da contattare,,
A.S.D. Levate,asdcalciolevate@gmail.com,,Da contattare,,
U.S. Locate Bergamasco A.S.D.,segreteria.uslocate@gmail.com,,Da contattare,,
A.S.D. Nosari,info@usnosari.com,,Da contattare,,
F.C.D. Grassobbio,fcd.grassobbio@gmail.com,,Da contattare,,
G.S.D. Medolago,GSMEDOLAGO@GMAIL.COM,,Da contattare,,
U.S. Barianese A.S.D.,admin@barianese.it,,Da contattare,,
A.S.D. Gandinese 2015,asdgandinese2015@gmail.com,,Da contattare,,
Usd Scanzorosciate Calcio,usdscanzorosciatecalcio@gmail.com,,Da contattare,,
A.C.D. Casnigo,omar@oone.net,,Da contattare,,
U.S.D Fornovo S.G,US.FORNOVO@GMAIL.COM,,Da contattare,,
A.S.D. Ranica Calcio,info@ranicacalcio.it,,Da contattare,,
Calusco Monvico,USMONVICO@GMAIL.COM,,Da contattare,,
U.S.D. Pagazzanese,usdpagazzanese1948@gmail.com,,Da contattare,,
Pol. D. Ghisalbese Calcio,calcioghisalbese@gmail.com,,Da contattare,,
A.S.D. Bonate Sotto Calcio,info@asdbonatesotto.it,,Da contattare,,
A.S.D. Cavernago,ASDCAVERNAGO@GMAIL.COM,,Da contattare,,
A.S.D. A.C.O.S. Treviglio Calcio,INFO@ACOS.IT,,Da contattare,,
SSD VALCALEPIO FC ARL,calciovalcalepio@hotmail.com,,Da contattare,,
SSD VALCALEPIO JUNIOR SRL,segreteria@calciovalcalepio.it,,Da contattare,,
Accademia PBC Gera D'Adda A.S.D.,accademiageradadda@gmail.com,,Da contattare,,
Asd Zognese,info@asdzognese.org,,Da contattare,,
G.S.D. Misano,GSMISANO2013@LIBERO.IT,,Da contattare,,
A.S.D. Cortenuova,asdoratoriocortenuova@gmail.com,,Da contattare,,
A.S.D. Oratorio Verdello,acoverdello@gmail.com,,Da contattare,,
ASD Costa Volpino,segreteria@asdcostavolpino.it,,Da contattare,,
Oratorio Fiorano ASD,oratoriofioranoasd@gmail.com,,Da contattare,,
Comunità Sportiva di Villa d'Adda,csvilladadda@gmail.com,,Da contattare,,
ASD SANSONE ORATORIO,asdsansoneoratorio@gmail.com,,Da contattare,,
Bergamo FC 1971 Asd,info@bergamocalcio.it,,Da contattare,,
Nuova Valcavallina calcio,nuova.valcavallina@libero.it,,Da contattare,,
PoliArdesio a.s.d.,poliardesio@gmail.com,,Da contattare,,
A.S.D. AURORA TERNO MEDOLAGO,auroraterno.segreteria@gmail.com,,Da contattare,,
Polisportiva Cene ASD,Volley@polisportivacene.it,,Da contattare,,
ASD Bonate Sotto 1951,asdbonatesotto1951@gmail.com,,Da contattare,,
U.S.D. FALCO,falcoalbino@libero.it,,Da contattare,,
Asd Football Ambivere,segreteria@footballambivere.it,,Da contattare,,
Asd Oratorio Telgate,gsdoratoriotelgate@gmail.com,,Da contattare,,
ASD Pons Aureoli,asdponsaureoli@gmail.com,,Da contattare,,
Azzano Calcio ASD,azzanocalcioasd@gmail.com,,Da contattare,,
A.S.D. Verolese 1911,INFO@VEROLESE1911.IT,,Da contattare,,
A.S.D. Progetto Sport Giovani,progettosportgiovani@protonmail.com,,Da contattare,,
U.S. Fionda Bagnolo A.S.D.,fiondaoratorio@alice.it,,Da contattare,,
U.S. Bedizzolese Calcio Asd,INFO@BEDIZZOLESECALCIO.IT,,Da contattare,,
AC Calcio Botticino A.S.D.,segreteria.botticino@gmail.com,,Da contattare,,
A.S.D. Capriolo 1912,asdcapriolo1912@gmail.com,,Da contattare,,
A.S.D. Polpenazze,info@polpenazzec5.com,,Da contattare,,
A.S.D. Nave Calcio,asdnavecalcio@gmail.com,,Da contattare,,
A.S.D. Nuova Valsabbia,info@nuovavalsabbia.it,,Da contattare,,
A.S.D. Villa Carcina F.C.,villacarcinafc@gmail.com,,Da contattare,,
A.S.D. Oratorio Urago Mella,usd1976@libero.it,,Da contattare,,
Accademia Virtus Manerbio,info@accademiavirtusmanerbio.it,,Da contattare,,
U.S.D. Oratorio Mompiano,usomompiano1966@gmail.com,,Da contattare,,
Gruppo Sportivo Sellero Novelle A.S.D.,grupposportivoselleronovelle@gmail.com,,Da contattare,,
A.S.C. Castenedolese,castenedolese2003@gmail.com,,Da contattare,,
A.S.D. Academy Castenedolese,segreteria@castenedoleseacademy.it,,Da contattare,,
A.S.D. Gussago Calcio 1981,segreteria@gussagocalcio.it,,Da contattare,,
A.S.D. Bassa Bresciana,Segreteria@asdbassabresciana.it,,Da contattare,,
Acd Ghedi 1978,info@acdghedi.it,,Da contattare,,
F.C.D. Chiari,chiarifcd@gmail.com,,Da contattare,,
C.S.C. Roncadelle Calcio,roncadellecalcio@roncadellecalcio.it,,Da contattare,,
AC PALAZZOLO,segreteria@propalazzolo.com,,Da contattare,,
A.S.D. Villaclarense,asvillaclarense@gmail.com,,Da contattare,,
Asd Football Club Rezzato,segreteria@rezzatocalcio.com,,Da contattare,,
A.S.D. Football Club Bedizzole,footballclubbedizzole@gmail.com,,Da contattare,,
Voluntas Brescia s.r.l. s.s.d.,info@voluntasbrescia.it,,Da contattare,,
A.S.D. Roccafranca-Ludriano,asdroccafrancaludriano@gmail.com,,Da contattare,,
S.S. Unitas Coccaglio A.S.D.,unitas.coccaglio@libero.it,,Da contattare,,
Us.Calcinato,USCALCINATO@HOTMAIL.IT,,Da contattare,,
U.S.D. San Michele Travagliato,info@usdoratoriosanmichele.it,,Da contattare,,
Asd Passiranocamignone,acpassiranocamignone@gmail.com,,Da contattare,,
A.S.D. Concesio Calcio,segreteria@concesiocalcio.it,,Da contattare,,
A.S.D. Calvagese Calcio,calvagesecalcio@gmail.com,,Da contattare,,
Pavonese Cigolese,segreteria@asdpavonesecigolese.it,,Da contattare,,
A.S.D. Calcio Pavonese,segreteria@asdcalciopavonese.it,,Da contattare,,
A.S.D. 3team Brescia Calcio,info@asd3team.it,,Da contattare,,
Asd Eden Valgrigna,asdedenesine@gmail.com,,Da contattare,,
Fc Leonessa,busi.fcleonessa1965@gmail.com,,Da contattare,,
Nuova Camunia 2015 A.S.D,nuovacamunia2015@gmail.com,,Da contattare,,
A.S.D Real Montenetto,segreteria@realmontenetto.it,,Da contattare,,
U.S.D. Montirone,usdmontirone@gmail.com,,Da contattare,,
A.S.D. U.S Flero,segreteria@usflero.it,,Da contattare,,
ASD UNITED FIONDA-MONTENETTO,info@fionda-montenetto.it,,Da contattare,,
Gruppo Sport Isorella ASD,gsisorella@gmail.com,,Da contattare,,
A.C.F. Brescia Calcio Femminile SRL SSD,segreteria@bresciacalciofemminile.it,,Da contattare,,
Women's Soccer Team Brescia,wst.bs.asd@gmail.com,,Da contattare,,
A.C. Gavardo,info@acgavardo.it,,Da contattare,,
AC Gottolengo,info@acgottolengo.it,,Da contattare,,
USO UNITED ASD,marino.prandi@usounited.it,,Da contattare,,
Us Oratori Nave - Parrocchia Maria Immacolata,usoratorinave@gmail.com,,Da contattare,,
ASD GSO BADIA,segreteria@asdgsobadia.it,,Da contattare,,
Unitas Olympia,info@unitasolympia.com,,Da contattare,,
ASD CORTEFRANCA CALCIO,cortefrancacalcio@tiscali.it,,Da contattare,,
ASD GRUPPO SPORTIVO EPAS,info@centroepas.com,,Da contattare,,
Ac Azzurra Calvina 1946 ASD,segreteria@azzurracalvina.onmicrosoft.com,,Da contattare,,
AV YOUNG BOYS,abagossi@gmail.com,,Da contattare,,
S.G.B. ISEO,sgbiseo@gmail.com,,Da contattare,,
Virtus Feralpi Lonato,virtusferalpilonato@gmail.com,,Da contattare,,
Unione Sportiva Malonno ASD,presidenza@unionesportivamalonno.it,,Da contattare,,
ASD Polisportiva Verolavecchia,asdpolverolavecchia@gmail.com,,Da contattare,,
Smartfeet A.S.D.,info@smartfeet.it,,Da contattare,,
Asd Sanpancrazio calcio,calciosampa@gmail.com,,Da contattare,,
F.C. VOLUNTAS ASD,info@fcvoluntas.com,,Da contattare,,
A.S.D. EDOLESE CALCIO,edolesecalcio@gmail.com,,Da contattare,,
FC Academy Carpenedolo SSDSRL,segreteria@academycarpenedolo.it,,Da contattare,,
ASD ATLETICO OFFLAGA,asdatleticofflaga@gmail.com,,Da contattare,,
ASD Alto Garda,asaltogarda@gmail.com,,Da contattare,,
A.S.D. Holding Maderno,holdingmaderno@gmail.com,,Da contattare,,
ASD ACADEMY REAL DOR,elisabettamille@gmail.com,,Da contattare,,
A.G.S. ORATORIO - Associazione sportiva dilettantistica,ags.oratoriocastenedolo@gmail.com,,Da contattare,,
GSO SAN LUIGI CAPRIOLO ASD,segreteria-gso@oratoriocapriolo.it,,Da contattare,,
Accademia Prevalle Calcio,info@accademiaprevallecalcio.it,,Da contattare,,
ASD Polisportiva Erbusco,segreteria@polisportivaerbusco.it,,Da contattare,,
ASD Young Boys CG2000,asdcalcio@cg2000.it,,Da contattare,,
Carpenedolo Bsv Garda,segreteria@fccarpenedolo.it,,Da contattare,,
ASD Valgrigna Calcio,asdvalgrignacalcio@gmail.com,,Da contattare,,
F.S. OFFLAGA ASD,fsofflaga@gmail.com,,Da contattare,,
Gso Gottolengo,gsogottolengo@gmail.com,,Da contattare,,
Rovato Calcio,segreteria@rovatocalcio.com,,Da contattare,,
ACADEMY DESENZANO FUTURO ASD,segreteriagiovanile@calciodesenzano.it,,Da contattare,,
ASD ESPERIA LOMAZZO CALCIO,asdlomazzocalcio@gmail.com,,Da contattare,,
A.S.D. Lariointelvi,info@lariointelvi.com,,Da contattare,,
A.S.D. Alto Lario Calcio,info@altolariocalcio.com,,Da contattare,,
Polisportiva Colverde ASD,info@polisportivacolverde.it,,Da contattare,,
Usd Guanzatese,usdguanzatese@gmail.com,,Da contattare,,
Asd Cittadella 1945,ac_cittadella@yahoo.it,,Da contattare,,
A.S.D. HF Città Di Como,info@hfcittadicomo.it,,Da contattare,,
Kaire Sport ASD,segreteria@kairesport.it,,Da contattare,,
A.S.D Virtus Calcio Cermenate,cermenatevirtuscalcio@gmail.com,,Da contattare,,
A.S.D. SAMZ Eupilio-Longone,eupilio.longone@gmail.com,,Da contattare,,
U.S.D. Mariano Calcio,USMARIANOCALCIO@LIBERO.IT,,Da contattare,,
A.C. LEZZENO ASD,ACLEZZENO@TIN.IT,,Da contattare,,
A.S.D. Ardisci E Maslianico 1902,Segreteria@aem1902.it,,Da contattare,,
A.S.D. Calcio Menaggio 1920,calciomenaggio1920@outlook.com,,Da contattare,,
Asd Ardita Cittadella 1934,info@arditacittadella1934.it,,Da contattare,,
A.S.D. Vasca 1986,info@vascaday.com,,Da contattare,,
Ssdrl Acc Como Citta Bregnano,segreteria@accademiacalciocomo.it,,Da contattare,,
Asd Fulgor Appiano,segreteria.fulgor@libero.it,,Da contattare,,
A.S.D. Azzurra Mozzate,asd.azzurramozzate@libero.it,,Da contattare,,
U.S. Tavernola,us.tav@virgilio.it,,Da contattare,,
A.S.D. Cdg Erba,info@volleycdgerba.it,,Da contattare,,
A.S.D. Carugo Academy,info@carugoacademy.it,,Da contattare,,
Sport Club Rovellasca 1910 A.S.D.,Segreteria@scrovellasca.it,,Da contattare,,
A.S D Valbasca Lipomo,valbascalipomo@gmail.com,,Da contattare,,
G.S.D.Arcellasco Citta Di Erba,info@gsarcellasco.it,,Da contattare,,
ASD US VILLA ROMANO',natgalli@hotmail.it,,Da contattare,,
A.S.D. UNIONE SPORTIVA INVERIGO,inverigocalcio@gmail.com,,Da contattare,,
US OLYMPIC ASD,Info@usolympic.it,,Da contattare,,
ASD USO Figino Calcio,amministrazione@figinocalcio.com,,Da contattare,,
Asd Lenno,asdlenno@yahoo.it,,Da contattare,,
ASD GRANDATE,asdgrandate@libero.it,,Da contattare,,
Gs Montesolaro,amministrazione@gsmontesolaro.it,,Da contattare,,
ASD BCF,ASS.SPORT.BCF@GMAIL.COM,,Da contattare,,
Nova Comensis,novacomensis@gmail.com,,Da contattare,,
A.S.D. G.S.O. Castello Città di Cantù,gsocastellocantu@gmail.com,,Da contattare,,
Calcio Albavilla ASD,ac.albavilla@hotmail.it,,Da contattare,,
Playsports A.s.d.,info@play-sports.it,,Da contattare,,
A.S.D. ATLETICO LOMAZZO 1907,direzionesportivalomazzo@gmail.com,,Da contattare,,
Albate Hf Calcio Asd,albatehfcalcio@gmail.com,,Da contattare,,
ASD PONTELAMBRESE,francogerry50@gmail.com,,Da contattare,,
Activity ASD,activityasd@gmail.com,,Da contattare,,
AC Brenna asd,segreteria.giocosport.acbrenna@gmail.com,,Da contattare,,
ASD C.d.G. Veniano,info@cdgveniano.it,,Da contattare,,
CANTU' SANPAOLO,asdcantusanpaolosocial@gmail.com,,Da contattare,,
ASD C.d.G. Veniano 1984,info@cdgveniano.it,,Da contattare,,
U.S. Bellagina AD,calcio@usbellagio.it,,Da contattare,,
ASD Unione Sportiva San Luigi,san.luigi.pizzighettone@gmail.com,,Da contattare,,
Football Club Psg Asd,fcpsgasd@alice.it,,Da contattare,,
A.S.D. Palazzo Pignano,DIVAN@LIBERO.IT,,Da contattare,,
G.S.D. Videoton Crema C5,matteo.s@videoton1990.it,,Da contattare,,
A.S.D. Esperia Calcio,USESPERIACR@TELETU.IT,,Da contattare,,
A.S.D. Persico Dosimo,asdpersicodosimo@virgilio.it,,Da contattare,,
LUISIANA - SCANNABUESE,scannabuese1972@gmail.com,,Da contattare,,
A.S.D. G.S. Pescarolo,asdpescarolo@gmail.com,,Da contattare,,
A.S.D. Agnadellese,info@agnadellese.it,,Da contattare,,
U.S.D. Spinese Oratorio,usspinese@gmail.com,,Da contattare,,
U.S. Pianenghese A.S.D.,segreteria@uspianenghese.com,,Da contattare,,
U.S. Bagnolo A.S.D.,us.bagnolo.asd@gmail.com,,Da contattare,,
A.S.D. Iuvenes Capergnanica,iuvenes.capergnanica@gmail.com,,Da contattare,,
A.S.D. Sergnanese,info@sergnanese.com,,Da contattare,,
S.S. Leoncelli A.S.D.,leoncelli.a.s.d@gmail.com,,Da contattare,,
U.S. SCOIATTOLI A.S.D.,scoiattoli@us-scoiattoli.it,,Da contattare,,
G.S. Doverese ASD,info@doverese.it,,Da contattare,,
Sun Power Dynamic,segreteria@sunpowerdynamic.it,,Da contattare,,
A.C Vailate A.S.D.,segreteria@acvailate.it,,Da contattare,,
A.S.D. SCUOLA PORTIERI LAB1,asdscuolaportierilab1@gmail.com,,Da contattare,,
POLISPORTIVA VAIANESE ASD,infopolivaianese@gmail.com,,Da contattare,,
ASD MARINI 1950,asdmarini1950@gmail.com,,Da contattare,,
APD River Club United,RIVERCLUBUNITED@GMAIL.COM,,Da contattare,,
Unione Calcio Casalese srl,uccasalese@gmail.com,,Da contattare,,
S.D.C. ColicoDerviese,SPORTCLUBCOLICO@GMAIL.COM,,Da contattare,,
A.S.D O. Zanetti 1948,segreteria@asdzanetti.it,,Da contattare,,
A.S.D. Montevecchia,asmontevecchia@asmontevechia.it,,Da contattare,,
A.S.D. Polisportiva Oratorio 2b,calcio@polisportiva2b.it,,Da contattare,,
A.S.D. Civate,asdcivate@gmail.com,,Da contattare,,
G.S. Oratorio Lomagna A.S.D.,gsolomagna@tiscali.it,,Da contattare,,
Usd Academy Casatese Merate,info@academycasatesemerate.it,,Da contattare,,
A.C.D. Calolziocorte,acdcalolziocorte@gmail.com,,Da contattare,,
Polisportiva Osgb Merate,INFO@OSGBMERATE.IT,,Da contattare,,
C.S.C. Costamasnaga,costamasnaga1964@gmail.com,,Da contattare,,
Pol. Oratorio Bulciago,POLORBULCIAGO@GMAIL.COM,,Da contattare,,
U.S.D. Casatese Merate A.S.D.,segreteria-tec@casatese.it,,Da contattare,,
A.S.D. Missaglia Maresso,segreteria@missagliasportiva.it,,Da contattare,,
A.S.D. Grentarcadia,asdgrentarcadia@gmail.com,,Da contattare,,
USD OLGINATESE 1968,INFO@USDOLGINATESE1968.IT,,Da contattare,,
A.S.D. Verderio,segreteria@asdverderio.it,,Da contattare,,
GS San Zeno A.S.D.,gs.sanzeno@gmail.com,,Da contattare,,
GS SANTA MARIA HOE' ASD,gssantamariahoe@gmail.com,,Da contattare,,
G.S.O. Lecco Alta ASD APS,gsoleccoalta@alice.it,,Da contattare,,
F.C.D. Merate ASD,fcdmerate@gmail.com,,Da contattare,,
A.S.D. SALA GALBIATE 1974,calcio@salagalbiate1974.it,,Da contattare,,
ASD US Bosisio,usbosisio@gmail.com,,Da contattare,,
Polisportiva C.G. Valmadrera ASD,polisportiva.valmadrera@gmail.com,,Da contattare,,
GRUPPO SPORTIVO ROGENO A.S.D.,gsrogeno@outlook.it,,Da contattare,,
A.S.D. Centro Sportivo Culturale di Cortenova,segreteria@csccortenova.com,,Da contattare,,
ASD GSO BALLABIO,asdgsoballabio@gmail.com,,Da contattare,,
Gs rogeno asd,gsrogeno@outlook.it,,Da contattare,,
Asd Polisportiva 2001,info@pol2001.com,,Da contattare,,
U.S. Orobia Robbiate A.S.D.,info@usorobia.it,,Da contattare,,
GS AURORA SAN FRANCESCO ASD,segreteria@gsaurorasf.it,,Da contattare,,
A.P.D. La Locomotiva,LA.LOCOMOTIVA@INWIND.IT,,Da contattare,,
Associazione Sportiva Dilettantistica G.S. Azzurra 1939,gsazzurralodi@gmail.com,,Da contattare,,
Graffignana 2013,asdgraffignana2013@gmail.com,,Da contattare,,
Esor Samma Asd,esor.samma@gmail.com,,Da contattare,,
San Biagio 1968,sanbiagio1968@gmail.com,,Da contattare,,
A.S.D. Sant'Angelo,info@asdsantangelo.it,,Da contattare,,
U.S. Somaglia Asd,US.SOMAGLIA1972@GMAIL.COM,,Da contattare,,
A.S.D. Castelnovese,asdcastelnovese@gmail.com,,Da contattare,,
A.S.D. Cavenago D Adda 1972,polis.cavenago@gmail.com,,Da contattare,,
A.S.D. Polisportiva Fulgor Lodi Vecchio,calcio@polfulgorlodivecchio.it,,Da contattare,,
Pol. D. Atletico Qmc,atleticoqmc@gmail.com,,Da contattare,,
U.S.D. Vidardese,info@vidardese.it,,Da contattare,,
A.s.d. Virtus Don Bosco,asdvirtusdonbosco@gmail.com,,Da contattare,,
A.S.D. Guardamiglio S.M.V.,asdguardamigliosmv@gmail.com,,Da contattare,,
U.S.D. Casalpusterlengo 1947,casalpusterlengo1947@gmail.com,,Da contattare,,
A.S.D. Frassati Castiglionese Calcio,frassaticalcio@gmail.com,,Da contattare,,
A.S.D. Nuova Lodi,info@nuovalodi.it,,Da contattare,,
Polisportiva Oratorio San Gualtero A.S.D.,info@posg.it,,Da contattare,,
Asd No Limits,amministrativa.nolimits@gmail.com,,Da contattare,,
A.S.D. Mulazzanese,asdmulazzanese@gmail.com,,Da contattare,,
USD LODI VECCHIO 1928,usdlodivecchio1928@gmail.com,,Da contattare,,
ASD Polisportiva Cappuccini,polisportiva.cappu@gmail.com,,Da contattare,,
G.S.O. SAN FEREOLO A.S.D.,segreteria@gsosanfereolo.it,,Da contattare,,
Union Lodi,unionlodiasd@gmail.com,,Da contattare,,
ASD CERIANO LAGHETTO,groane03@gmail.com,,Da contattare,,
ASD Equipe2000 Oratorio Villaggio Snia,segreteria@asdequipe2000.it,,Da contattare,,
A.S.D. San Fruttuoso Calcio,info@sanfruttuosocalcio.com,,Da contattare,,
ASD Oratorio S. Luigi Busnago - APS,info@oslbusnago.it,,Da contattare,,
Asd Città Di Brugherio,cittadibrugherio@gmail.com,,Da contattare,,
A.C. Monza S.P.A.,settoregiovanile@monzacalcio.com,,Da contattare,,
A.C.D. Busnago,A.C.BUSNAGO@TISCALI.IT,,Da contattare,,
Polisportiva Di Nova,polisportivadinova.segreteria@gmail.com,,Da contattare,,
AC LEON S.S.D. a r.l.,segreteria.sportiva@acleon.com,,Da contattare,,
A.S.D. Fr Team,frteamsocial@gmail.com,,Da contattare,,
A.S.D. Limbiate,asdlimbiate@gmail.com,,Da contattare,,
A.S.D. Vibe Ronchese,INFO@VIBERONCHESE.IT,,Da contattare,,
Cgds Calcio Misinto 1971 Asd,cgdscalcio.misinto@tiscali.it,,Da contattare,,
S.S.D. Pro Lissone,ssdprolissone@gmail.com,,Da contattare,,
U.S. Aurora Desio 1922,auroradesiosettore1922calcio@gmail.com,,Da contattare,,
A.C.D. Cavenago,acdcavenago@gmail.com,,Da contattare,,
A.S.D. Cogliatese,INFO@COGLIATESECALCIO.IT,,Da contattare,,
ASD Real Meda Cf,comunicazioni.internerm@gmail.com,,Da contattare,,
A.S. Ornago a.s.d.,info@asornago.it,,Da contattare,,
A.S.D. Nuova Usmate,direzione.usmate@gmail.com,,Da contattare,,
A.S.D. BRIANTEA CALCIO,brianteacalcio@gmail.com,,Da contattare,,
Concorezzese SSDaRL,info@gsdconcorezzese.it,,Da contattare,,
Ssdarl Ges Monza 1946,info@gesmonza.it,,Da contattare,,
ASD Virtus Bovisio Masciago Aps,segreteria@virtusbovisiomasciago.it,,Da contattare,,
G.S. Vedano,INFO@GSVEDANO.IT,,Da contattare,,
ASDO S. VITTORE,asdo.s.vittore@gmail.com,,Da contattare,,
Olympique Limbiate ASD,info@olympiquemilano.it,,Da contattare,,
Medaragazzi,medaragazzi@tiscali.it,,Da contattare,,
FOR KIDS SSD A RL,info@for-kids.it,,Da contattare,,
POB Binzago,segreteria@pobbinzago.it,,Da contattare,,
ASD GRUPPO SPORTIVO ORATORIO SAN PIO X,info@gsoratoriospiox.it,,Da contattare,,
Asd Meda 1913,amministrazionemeda1913@gmail.com,,Da contattare,,
Polisportiva Guastalla SSD A R.L.,polisportiva@guastalla.org,,Da contattare,,
ASD Campagnola,info@campagnolacalcio.it,,Da contattare,,
A.C. United Team,unitedteam@libero.it,,Da contattare,,
Polisportiva CIM Lissone,polisportivacim@gmail.com,,Da contattare,,
SEREGNO FBC SSD,segreteria@seregnofbc.it,,Da contattare,,
Atletico Meda Sud,ams@atleticomedasud.it,,Da contattare,,
A.S.D. Roncello F.C. 2018,segreteriaroncellofc2018@gmail.com,,Da contattare,,
FC Lesmo,segreteria.fclesmo@gmail.com,,Da contattare,,
Polisportiva USD Oratorio Ceriano,SEGRETERIA@USDORATORIOCERIANO.IT,,Da contattare,,
Brianza Tornei,info@brianzatornei.it,,Da contattare,,
GS NINO RONCO ASD,gsninoronco@inwind.it,,Da contattare,,
ASD ORATORIO SAN LUIGI CONCOREZZO,segreteria@omcc03.net,,Da contattare,,
Arca Brugherio asd,arca.brugherio@gmail.com,,Da contattare,,
A.S.D. Juvenilia Sport Club,juveniliasportclub@gmail.com,,Da contattare,,
A.S.D. Azzurra Oratorio Albiate,azzurra.albiate@gmail.com,,Da contattare,,
Heo Live,HEOLIVE@LEGALMAIL.IT,,Da contattare,,
Lissone Calcio SSD A.R.L.,aclissone1975segreteria@gmail.com,,Da contattare,,
Gerardiana Calcio,segreteria@gerardianacalcio.com,,Da contattare,,
ASD San Giuseppe Artigiano,sga.sportiva@gmail.com,,Da contattare,,
Gruppo Sportivo Oratorio S.S. Pietro e Paolo A.S.D. - A.P.S.,info@gsosanpietroepaolo.it,,Da contattare,,
Associazione Sportiva Dilettantistica Oratoriana San Luigi,oratoriosanluigicalcio@gmail.com,,Da contattare,,
A. S. D. San Carlo Nova Milanese,info@gssancarlo.com,,Da contattare,,
