nome_societa,email,scheda_tc,stato,data_contatto,note
A.S.D. Li Punti Calcio,lipunticalcio@gmail.com,,Da contattare,,
A.S.D. Sassari Calcio Latte Dolce,info@lattedolcecalcio.it,,Da contattare,,
A.S.D. Futsal Alghero,asdfutsalalghero@gmail.com,,Da contattare,,
A.C.S.D. Rudalza,acsdrudalzasegreteria@gmail.com,,Da contattare,,
G.S.D. Olmedo,gadedduand@gmail.com,,Da contattare,,
Bruno Selleri Città Di Olbia,asdbrunoselleri@gmail.com,,Da contattare,,
ASD Porto Torres,asdportotorres@gmail.com,,Da contattare,,
A.S.D. Polisportiva Ossese,polisportivaossese@tiscali.it,,Da contattare,,
Asd Polisportiva Sacra Famiglia,asdsacrafamiglia@tiscali.it,,Da contattare,,
Asd E-agle Association,eagleassociationss@gmail.com,,Da contattare,,
ASD POLISPORTIVA CALCIO BUDONI,info@budonicalcio.com,,Da contattare,,
ASD ITHACA,info@progettoithaca.it,,Da contattare,,
ASD SANT'ORSOLA,asdsantorsolaaics@gmail.com,,Da contattare,,
Asd. Ozierese 1926,asdozierese1926@gmail.com,,Da contattare,,
A.S.D. Ale.Castiglia,ale.castiglia2000@gmail.com,,Da contattare,,
Torres 1903,torresacademy@legalmail.it,,Da contattare,,
A.S.D. MEG,segreteriameg.info@gmail.com,,Da contattare,,
ASD Polisportiva Lanteri Sassari,lanterisassari@tiscali.it,,Da contattare,,
Asd Antas Calcio,info@asdantascalcio.it,,Da contattare,,
A.S.D. AIRONE,asdairone@tiscali.it,,Da contattare,,
A.S.D. SAN PIO X,sanpioxc5@gmail.com,,Da contattare,,
ASD USSANA CALCIO,asdussanacalcio@gmail.com,,Da contattare,,
A.S.D WS10,WS10.sports@gmail.com,,Da contattare,,
ASD PORTOSCUSO CALCIO,asdcalcio@gmail.com,,Da contattare,,
Asd multisport academy M.C.,Asdmultisportacademy@gmail.com,,Da contattare,,
ASD Pier Giorgio Frassati,direzione.frassatisport@gmail.com,,Da contattare,,
A.s.d. Gialeto 1909,gialeto1909@gmail.com,,Da contattare,,
ASD ATLETICA PABILLONIS,atleticapabillonis@gmail.com,,Da contattare,,
ASD GS GONNESA CALCIO,asdgsgonnesacalcio@gmail.com,,Da contattare,,
A.S.D. POLISPORTIVA SANT'ANNA ARRESI,POLSANTANNAARRESI@GMAIL.COM,,Da contattare,,
