nome_societa,email,scheda_tc,stato,data_contatto,note
A.S.D. Roianese,roianesecalciotesseramento@gmail.com,,Da contattare,,
ASD Sant'Andrea San Vito,segreteria@asdsantandrea.it,,Da contattare,,
ASD AŠD SISTIANA SESLJAN,info@asdsistiana.it,,Da contattare,,
A.S.D. Chiarbola Ponziana Calcio,info@chiarbolaponziana.com,,Da contattare,,
A.S.D. C.R.A.L. TRIESTE TRASPORTI,info@craltriestetrasporti.it,,Da contattare,,
Sport Club Associazione sportiva dilettantistica,riccardo.carola@hotmail.it,,Da contattare,,
UNIONE SPORTIVA ACLI TRIESTE,trieste.usacli@acli.it,,Da contattare,,
A.S.D. TRIESTE VICTORY ACADEMY,triestevacademy@gmail.com,,Da contattare,,
A.S.D. UNION'91,asd.esperia97@gmail.com,,Da contattare,,
S.S. Sangiorgina,sangiorginacalcio1921@gmail.com,,Da contattare,,
A.S.D. Brian Lignano Calcio,brianlignano@gmail.com,,Da contattare,,
A.S.D. Villa,villa@asdvilla.it,,Da contattare,,
A.S.D. U.P. Comunale Tavagnacco,info@upctavagnacco.com,,Da contattare,,
Asd Ol3,asdol3calcio@gmail.com,,Da contattare,,
A.S.D. Tricesimo,astricesimo@virgilio.it,,Da contattare,,
Asd Unione Basso Friuli,ubf.calcio@gmail.com,,Da contattare,,
A.S.D. Palmarket Pagnacco,pagnacco1928@gmail.com,,Da contattare,,
A.S.D. Aurora Buonacquisto,auroracalcioremanzacco@hotmail.it,,Da contattare,,
S.S.D. Pontebbana,ssdpontebbana@gmail.com,,Da contattare,,
A.S.D. Corno Calcio,info@cornocalcio.it,,Da contattare,,
A.S.D. Forum Julii Calcio,forumjuliicalcio@gmail.com,,Da contattare,,
A.S.D. Unione Calcio 3 Stelle,trestellecalcio@gmail.com,,Da contattare,,
A.S.D. Majanese,asd.majanese@gmail.com,,Da contattare,,
U.S. Pro Fagagna,asd.usprofagagna@virgilio.it,,Da contattare,,
A.S.D. Velox Paularo,ssdvelox@gmail.com,,Da contattare,,
A.S.D. Tagliamento,asdtagliamento@gmail.com,,Da contattare,,
A.S.D. Atletico Pasian Di Prato,asd.atleticopasiandiprato@gmail.com,,Da contattare,,
A.S.D. Amici Dello Sport Visco,asdvisco@gmail.com,,Da contattare,,
A.S.D. Tarcentina,tarcentinacalcio@gmail.com,,Da contattare,,
A.S.D. Rive D'Arcano Flaibano,asdrivedarcano@gmail.com,,Da contattare,,
A.s.d.Fiumicello 2004,asd_fiumicello2004@libero.it,,Da contattare,,
A.S.D. COMETAZZURRA,cometazzurra@live.it,,Da contattare,,
ASD COMUNALE POCENIA,comunalepocenia@gmail.com,,Da contattare,,
ASD MAGNANO IN RIVIERA,asdriviera@alice.it,,Da contattare,,
CENTRO SEDIA NATISONE ASD con Personalità Giuridica,centrosediacalcio@virgilio.it,,Da contattare,,
A.S.D. Nuova Pasianese Academy,info@pasianeseacademy.it,,Da contattare,,
Redskins Amatori ASD,redskinsamatori@gmail.com,,Da contattare,,
Dinamo Korda N.B.,dinamokorda@gmail.com,,Da contattare,,
ASD ALTO PIAVE,info@asdaltopiave.it,,Da contattare,,
ASD Sevegliano Fauglis,asdseveglianofauglis.giovanili@gmail.com,,Da contattare,,
ASD RANGERS,rangers1971@gmail.com,,Da contattare,,
ASD Pro Cervignano Ruda,procervignanocalcio@libero.it,,Da contattare,,
Aquileia Sedes Sport,asdaquileia@gmail.com,,Da contattare,,
