nome_societa,email,scheda_tc,stato,data_contatto,note
Asd Top Player Sessana,sessanaacademy@libero.it,,Inviato,2026-07-22,
ASD MACERATA CAMPANIA ACADEMY,maceratacamp.academy@libero.it,,Inviato,2026-07-22,
Asd Nuova Juve Sammaritana,lucianofrasc@gmail.com,,Inviato,2026-07-22,
Asd Maddaloni academy,asdmaddaloniacademy@gmail.com,,Inviato,2026-07-22,
VIRTUS SPARANISE CALCIO,virtussparanise@gmail.com,,Inviato,2026-07-22,
ASD FOXES S.S.,asdfoxes16@gmail.com,,Inviato,2026-07-22,
ASD REAL SITO SAN LEUCIO,realsitocaserta@gmail.com,,Inviato,2026-07-22,
A.S.D. Nuova Antoniana 2019,tore.deriso@alice.it,,Inviato,2026-07-22,
MeGiC Planet,segreteria@megic.it,,Inviato,2026-07-22,
A.S.D. SPORTING SOCCER CARDITO,sportingsoccercardito@gmail.com,,Inviato,2026-07-22,
A.S.D. AFRAGOLA 92 PROJECT,asdafragola92project@gmail.com,,Inviato,2026-07-22,
A.S.D. Campania Puteolana,genny@gennyesposito.it,,Inviato,2026-07-22,
A.S.D. Arenaccia APS,associazione.arenaccia@yahoo.it,,Inviato,2026-07-22,
Lago Patria SSD a RL,asdlagopatria@libero.it,,Inviato,2026-07-22,
Qualiano Calcio Fc,tmqualianocalcio@outlook.it,,Inviato,2026-07-22,
S.P. Rovigliano S.Michele Asd,cesaranoluigi@tiscali.it,,Inviato,2026-07-22,
Stabia Academy A.S.D.,stabiacademy@gmail.com,,Inviato,2026-07-22,
F.C. Alma Verde,fcalmaverde@gmail.com,,Inviato,2026-07-22,
S.C.D. Citta Di Torre Del Greco,segreteria@cittaditorrecalcio.it,,Inviato,2026-07-22,
A.S.D. Mondo Sport,ASDMONDOSPORT@LIBERO.IT,,Inviato,2026-07-22,
S.S.D. Europa S.R.L.,info@ssdeuropa.org,,Inviato,2026-07-22,
A.S.D. Soccer Academy Belsito,segreteria@belsitocalcio.it,,Inviato,2026-07-22,
A.S.D. Giancarlo Vindice Calcio,giancarlovindice.asd@gmail.com,,Inviato,2026-07-22,
A.S.D Massa Lubrense Calcio,info@massalubrensecalcio.it,,Inviato,2026-07-22,
ASD UNITED AZZURRA QUARTO,unitedacademy@libero.it,,Inviato,2026-07-22,
CSC PARCO VESUVIO,circoloparcovesuvio@gmail.com,,Inviato,2026-07-22,
RSoccer,Asdrsoccer@gmail.com,,Inviato,2026-07-22,
Sportland Nola calcio,sportlandscuolacalcio@virgilio.it,,Inviato,2026-07-22,
Sorrento Calcio 1945 srl,segreteria@sorrentocalcio1945.com,,Inviato,2026-07-22,
Paraiso F.C.,paraisoasd@gmail.com,,Inviato,2026-07-22,
ASD SPORTING VOLLA,sportingvolla@libero.it,,Inviato,2026-07-22,
Atletico San Lorenzo,atleticosanlorenzo2015@gmail.com,,Inviato,2026-07-22,
A.S.D.REALTUFINO5,realtufino5@libero.it,,Inviato,2026-07-22,
Fuorigrotta Academy,fuorigrotta.academy@gmail.com,,Inviato,2026-07-22,
A.S.D ACERRANA 1926,asdacerrana1926@libero.it,,Inviato,2026-07-22,
ACADEMY JUVE STABIA,juvestabiaacademy@gmail.com,,Inviato,2026-07-22,
FC Élite Academy Lodi,fceliteacademy09@gmail.com,,Inviato,2026-07-22,
INTERNAPOLI S.S.D.,info@rdinternapoli.com,,Inviato,2026-07-22,
FCSPORTINGPIANURA,FCSPORTINGPIANURAACADEMY2022@GMAIL.COM,,Inviato,2026-07-22,
ASD Youth Napoli Soccer,Youthnapolisoccer@gmail.com,,Inviato,2026-07-22,
A.S.D. Saviano 1960,asdsaviano@gmail.com,,Inviato,2026-07-22,
Portici 1906,portici1906academy@gmail.com,,Inviato,2026-07-22,
Asd indomita sport academy,indomitasportacademy@gmail.com,,Inviato,2026-07-22,
Unione Sportiva Meta A.D.,info@calciometa.com,,Inviato,2026-07-22,
ASD BOYS ANTONIANA,asdboysantoniana@gmail.com,,Inviato,2026-07-22,
Sporting Napoli,info@sportingnapoli.com,,Inviato,2026-07-22,
Academy Afragolese Asd Pro Vives,academyafragolese@gmail.com,,Inviato,2026-07-22,
Scuola Calcio Striano,scstriano@gmail.com,,Inviato,2026-07-22,
F.A. Élite Academy,fa.academy25@gmail.com,,Inviato,2026-07-22,
Sporting Club Amalfitano,asdamalfitano@gmail.com,,Inviato,2026-07-22,
Asd Blue Devils,segreteria@fcbluedevils.it,,Inviato,2026-07-22,
Oratorio Preziosissimo Sangue,oratoriopreziosissimo@gmail.com,,Inviato,2026-07-22,
GLOBAL NET FOOTBALL ACADEMY,info@globalnetfootballacademy.it,,Inviato,2026-07-22,
Don Guanella Scampia 1996,DONGUANELLASCAMPIA96@LIBERO.IT,,Inviato,2026-07-22,
San Giorgio 1926,segreteriasangiorgio1926@gmail.com,,Inviato,2026-07-22,
volla united academy,ssdvollaunitedacademy@gmail.com,,Inviato,2026-07-22,
A.S.D. Vincenzo Margiotta,francescopec83@tiscali.it,,Inviato,2026-07-22,
GELBISON SOCIETA' SPORTIVA DILETTANTISTICA A.R.L,gelbison@outlook.com,,Inviato,2026-07-22,
a.s.d. Santa Cecilia,asdsantacecilia2017@libero.it,,Inviato,2026-07-22,
ASD Giuseppe Gallozzi,scuolacalciogallozzi@libero.it,,Inviato,2026-07-22,
ASD Diesse,asddiessecalcio@gmail.com,,Inviato,2026-07-22,
A.S.D. Asad Pegaso,calcio@asadpegaso.it,,Inviato,2026-07-22,
A.S.D. U.S. Pollese 1923,pasqualecentonze@alice.it,,Inviato,2026-07-22,
D'ANGELOSOCCERSCHOOL,DANGELOSOCCERSCHOOL@GMAIL.COM,,Inviato,2026-07-22,
Atletico Palomonte,atleticopalomonte@libero.it,,Inviato,2026-07-22,
ASD "Caselle",associazionesdcaselle@gmail.com,,Inviato,2026-07-22,
ASD Pol. Sporting Club Picentia,info@sportingpicentia.it,,Inviato,2026-07-22,
ASD Nicola De Simone,info@asnicoladesimone.it,,Inviato,2026-07-22,
Asd Real Mattine Agropoli,realmattineagropoli@hotmail.com,,Inviato,2026-07-22,
SSD SPORTUP NIKE' PELLEZZANO,ssdsportupnike@gmail.com,,Inviato,2026-07-22,
SSD Polisportiva Santa Maria Cilento,segreteria@polisportivasantamaria.it,,Inviato,2026-07-22,
Scuola Calcio asd olevanese,mistercaruso@tiscali.it,,Inviato,2026-07-22,
ASD Sporting Arechi,sportingarechi@gmail.com,,Inviato,2026-07-22,
S.F. PONTECAGNANO,scuolacalciopontecagnano@gmail.com,,Inviato,2026-07-22,
Forum dei Giovani Maiori,forumdeigiovani.maiori.sa@gmail.com,,Inviato,2026-07-22,
ASD SAPRI SOCCER SCHOOL CILENTO,soccerschoolcilento@gmail.com,,Inviato,2026-07-22,
Insieme Per Crescere,asd.insiemepercrescere@gmail.com,,Inviato,2026-07-22,
A.S.D. BARONCINO,info@baroncinopolisportiva.it,,Inviato,2026-07-22,
COMITATO TERRITORIALE CSI SALERNO APS,salerno@csi-net.it,,Inviato,2026-07-22,
ASD Sanseverinese,asdsanseverinese@libero.it,,Inviato,2026-07-22,
