nome_societa,email,scheda_tc,stato,data_contatto,note
KRAV MANGA. S.S.D S.P.A,kevinbellugi48@gmail.com,,Da contattare,,
US MIRANESE ASD,usdmiranese@legalmail.it,,Da contattare,,
Atletico Badia,atletico_badia@yahoo.com,,Da contattare,,
A.D.Calcio Illasi,ILLASICALCIO@GMAIL.COM,,Da contattare,,
Ssdarl Nogara Calcio,nogaracalcio@gmail.com,,Da contattare,,
U.S.D. Sampietrina,INFO@SAMPIETRINA.IT,,Da contattare,,
ASD-PSV TERRAZZO,asdpsvterrazzo2021@gmail.com,,Da contattare,,
A.S.D. Real Minerbe 2014,realminerbe@gmail.com,,Da contattare,,
A.S.D. Calcio San Giovanni Lupatoto,segreteria@ifasgl.com,,Da contattare,,
A.S.D. CISANO JUVENTINA BARDOLINO,CISANOJUVENTINABARDOLINO2022@GMAIL.COM,,Da contattare,,
AVESA H.S.M.,info@usavesa.it,,Da contattare,,
A.C. Gabetti Valeggio Asd,valeggiocalcio@alice.it,,Da contattare,,
A.C. Zevio 1925 A.s.d.,segreteria@aczevio1925.com,,Da contattare,,
A.C.D. Olimpica Dossobuono,segreteria.olimpicadossobuono@gmail.com,,Da contattare,,
Asd Pro Sambonifacese 1921,prosambo1921@gmail.com,,Da contattare,,
Polisportiva Csi Cadidavid asd,polisportivacsicadidavid@gmail.com,,Da contattare,,
I.F.A. Verona S.S.D. S.R.L.,segreteria@ifaverona.com,,Da contattare,,
Asd Boys Gazzo,segreteria.boysgazzo@gmail.com,,Da contattare,,
GSD AMBROSIANA CALCIO,ambro.segreteria@gmail.com,,Da contattare,,
MOZZECANE 1970,mozzecane1970asd@gmail.com,,Da contattare,,
Asd Fumanese Calcio,asdfumanesecalcio@gmail.com,,Da contattare,,
ACD OPPEANO,acdoppeano@gmail.com,,Da contattare,,
A.C CHIEVO ACADEMY SSD ARL,chievoacademy@gmail.com,,Da contattare,,
UNIONE SPORTIVA SELVA DI PROGNO A.S.D.,u.s.selvadiprogno@gmail.com,,Da contattare,,
POLISPORTIVA CASELLE CALCIO A.S.D.,pol.caselle.calcio@gmail.com,,Da contattare,,
ASD POLISPORTIVA CALURI,POLISPORTIVACALURI@GMAIL.COM,,Da contattare,,
Asd Villafranca Veronese,relazioniesterne@asvillafranca.com,,Da contattare,,
A.C.D. POVEGLIANO VERONESE,eliomarcazzan00@gmail.com,,Da contattare,,
Polisportiva la Vetta,polisportivalavetta@gmail.com,,Da contattare,,
ASD Pastrengo 2006,uspastrengo2006@gmail.com,,Da contattare,,
POLISPORTIVA NIEVO ASD Affiliata CSI-FIGC-FIJLKAM,segreteria@polisportivanievo.com,,Da contattare,,
ASD SS PALLONETTO,asdsspallonetto@gmail.com,,Da contattare,,
A.S.D. Pescantina Settimo,asdpescantinasettimo@libero.it,,Da contattare,,
Unione Sportiva Sant'Anna d'Alfaedo ASD,ussantannadalfaedo@gmail.com,,Da contattare,,
Pedemonte Calcio,DOMENICO.FARINA@PCERT.POSTECERT.IT,,Da contattare,,
US ALBARONCO 2024 ASD,usalbaronco2024asd@gmail.com,,Da contattare,,
Asd Union Cologna Minerbe 1919,unioncolognaminerbe@gmail.com,,Da contattare,,
A.S.D NAPOLEONICA,asdnapoleonica@gmail.com,,Da contattare,,
FC Arzignano Valchiampo srl,calcioarzignano@gmail.com,,Da contattare,,
A.C. San Vitale 1995,acsanvitale1995@gmail.com,,Da contattare,,
Ssdarl Calcio Schio,calcioschio2016@gmail.com,,Da contattare,,
A.S.D. Calcio Colceresa,info@colceresacalcio.it,,Da contattare,,
A.S.D. Real S.Zeno Arzignano,calcio@realsanzenoarzignano.it,,Da contattare,,
Pedezzi 1950,info@pedezzi1950.it,,Da contattare,,
A.S.D. Alte Ceccato,info@altecalcio.it,,Da contattare,,
U.S.D. Montebello 1911,usdmontebello@libero.it,,Da contattare,,
Noventa Junior,asdnoventajunior@gmail.com,,Da contattare,,
U.S.D. Malo 1908,info@usmalo1908.it,,Da contattare,,
ASD PGS CONCORDIA CALCIO SCHIO,direttivo@pgsconcordia.net,,Da contattare,,
FC BASSANO,segreteria.cittadibassano1903@gmail.com,,Da contattare,,
U.S. BASSANESE A.S.D.,segreteria.bassanese@gmail.com,,Da contattare,,
A.S.D. Bissarese,bissarese@libero.it,,Da contattare,,
ASD RIVIERA BERICA,asdrivieraberica@gmail.com,,Da contattare,,
LEODARI CALDOGNO ASD,info@caldognocalcio.it,,Da contattare,,
Pol. Dil. Arsenal Cusinati 2013,arsenalcusinati@gmail.com,,Da contattare,,
Brendola,segreteria@brendolacalcio.eu,,Da contattare,,
Valle Agno Academy SSDaRL,segreteria@valleagnoacademy.it,,Da contattare,,
Azzurra Sandrigo U.S.D.,info@azzurrasandrigo.org,,Da contattare,,
ALTO ACADEMY SSDARL,segreteria@altoacademy.it,,Da contattare,,
Asd CalcioNovoledo Villaverla,novoledovillaverla@gmail.com,,Da contattare,,
ASD AZZURRA MAGLIO,asdazzurramaglio@gmail.com,,Da contattare,,
VICENZA WOMEN'S FOOTBALL CLUB SSD RL,segreteria@vicenzacalciofemminile.com,,Da contattare,,
Associazione Sportiva Dilettantistica Cresole 80,sscresole80@libero.it,,Da contattare,,
AC Due Monti,segreteria@duemonti.it,,Da contattare,,
SSD UNION EUROCASSOLA A RL,info@eurocassola.org,,Da contattare,,
Ac Giavenale asd,acgiavenale@gmail.com,,Da contattare,,
ASD CARTIGLIANO CALCIO,segreteria@cartiglianocalcio.com,,Da contattare,,
ASD Rivereel Sossano,segreteria@rivereel.it,,Da contattare,,
ASD SOVIZZO CALCIO,segreteria@sovizzocalcio.it,,Da contattare,,
Thiene 1908 S.S.D.a R.L.,segreteria@thienecalcio1908.it,,Da contattare,,
A.S.D. NOVA GENS,novagens1914@gmail.com,,Da contattare,,
A.S.D. CONCORDIA BASSANO,info@asdconcordiabassano.com,,Da contattare,,
Montebello Calcio 1911 SSDRL,segreteria@usdmontebello.it,,Da contattare,,
ASD UC Montecchio Maggiore,segreteria@ucmontecchiomaggiore.it,,Da contattare,,
A.C. LONGA 90,longa.90@libero.it,,Da contattare,,
Asd Calcio Tezze,asdcalciotezze@gmail.com,,Da contattare,,
ASD San Vito Bassano,asdsanvitobassano@gmail.com,,Da contattare,,
UNIONE LA ROCCA ALTAVILLA SSDRL,unionelarocca@gmail.com,,Da contattare,,
