nome_societa,email,scheda_tc,stato,data_contatto,note
ASD TORREGROTTA 1973,ASDTORREGROTTA1973@GMAIL.COM,,Da contattare,,
ASD Club 1999 Messina Sud,asdcalciomessinasud1999@gmail.com,,Da contattare,,
A.S.D. Sporting Savoca,asdsportingsavoca@gmail.com,,Da contattare,,
Polisportiva PORTO Don Bosco,polisportiva.portodonbosco@gmail.com,,Da contattare,,
Sport Project Academy & Jonica Academy,sportprojectacademy@gmail.com,,Da contattare,,
Asd Kaggi,amministrazione@studiomarinello.eu,,Da contattare,,
A.S.D. CITTA’ DI SANTA TERESA,cittadisantateresa@gmail.com,,Da contattare,,
Ssd Fair Play Messina,asdfairplayme@gmail.com,,Da contattare,,
POLISPORTIVA DILETTANTISTICA SPORTING ATENE KIDS,sportingatenekids@gmail.com,,Da contattare,,
A.S.D. AGA MESSINA,segreteriaagamessina@gmail.com,,Da contattare,,
Asd Aluntina,asdaluntina@gmail.com,,Da contattare,,
Stretto Academy,STRETTOACADEMY@LIBERO.IT,,Da contattare,,
A.s.d. Taormina,asdtaorminacalcio@gmail.com,,Da contattare,,
ASD GIOVANILE ROCCA,info@asdgiovanilerocca.it,,Da contattare,,
Asd football club Gioiosa,ssdgioiosa@gmail.com,,Da contattare,,
Polisportiva Olimpia Carini,asdpolisportivaolimpiacarini@gmail.com,,Da contattare,,
A.S.D. Polisportiva Real Sports Cefalu',info@realsportscefalu.com,,Da contattare,,
FCD PRATO VERDE G.NNI ACCOMANDO,coerverpratoverde@gmail.com,,Da contattare,,
Asc.Sd. Ad Maiora,admaiora.prizzi@virgilio.it,,Da contattare,,
Asd Giant's,giantsclub@live.it,,Da contattare,,
A.S.D One to one / ISS SICILIA,oonetoone3@gmail.com,,Da contattare,,
A.S.D. Multisport S.Atl.Scelsa,soccerboys2011@libero.it,,Da contattare,,
Asd Panormus Cfg,asdpanormuscfg@libero.it,,Da contattare,,
Himera Calcio,himeracalcio@gmail.com,,Da contattare,,
ASD Supergiovane Castelbuono,asdsupergiovanecastelbuono@gmail.com,,Da contattare,,
ASD CITTÀ DI BALESTRATE TRAPPETO,asdcittadibalestrate@gmail.com,,Da contattare,,
F. C. D. Virtus Olimpia 2010,info@fcvirtusolimpia.it,,Da contattare,,
Polisportiva Dilettantistica Lascari,mpolizzotto@libero.it,,Da contattare,,
Polisportiva Gonzaga SSD a RL,segreteria@gonzagapolisportiva.it,,Da contattare,,
Vivere Ingegneria,vivereingegneria@gmail.com,,Da contattare,,
Campus estivo Enjoy,campusestivo.pa@gmail.com,,Da contattare,,
ASD TITANS FC,info.titans.fc@gmail.com,,Da contattare,,
A.S.D. Polisportiva Belmontese,asdpolbelmontese@gmail.com,,Da contattare,,
A.S.D. VITTORIA FOOTBALL CLUB,segreteria@fcvittoria.it,,Da contattare,,
A.S.D. Ispica Academy "Peppino M",ispicaaccademy@gmail.com,,Da contattare,,
USD C. R. SCICLI,USDCRSCICLI@GMAIL.COM,,Da contattare,,
A. S. D. Ragusa Boys,Ragusaboys@virgilio.it,,Da contattare,,
A.S.D. Young Pozzallo,youngpozzallo@gmail.com,,Da contattare,,
ASD RAGUSA CALCIO,asdragusacalcio1949@gmail.com,,Da contattare,,
New Team Scicli,salvatorefalla@gmail.com,,Da contattare,,
A.S.D Santa Lucia,asdsantaucia@gmail.com,,Da contattare,,
Pol.D. Virtus Avola,virtusavola@gmail.com,,Da contattare,,
asd Neapolis JR,asdneapolisjr@gmail.com,,Da contattare,,
Asd Academy Avola 2024 Factory 2.0,Avolaschool2024factory2.0@outlook.it,,Da contattare,,
Pol. D. Città di Canicattini,scuolacalcio.canicattinicalcio@gmail.com,,Da contattare,,
Belvedere Città Giardino,belvedere.cittagiardino@gmail.com,,Da contattare,,
A.S.D. San Vito Lo Capo,ricdaidone@gmail.com,,Da contattare,,
A.S.D. Pol. Garibaldina,Pol.garibaldina@libero.it,,Da contattare,,
Asd Castelvetrano 2024,asdcastelvetrano2024@libero.it,,Da contattare,,
ASD INDIVIDUAL SOCCER ACADEMY,asdindividualsocceracademy@outlook.it,,Da contattare,,
Virtus Femminile Marsala S.S.D. a R.L.,virtusfemminilemarsala@gmail.com,,Da contattare,,
TRAPANI CALCIO FEMMINILE,asdtrapanicalciofemminile@gmail.com,,Da contattare,,
